0|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|1|(null)|(null)
920|818264|10.32.202.30|678699_10.34.215.22|11144|GigabitEthernet3/0/44|GigabitEthernet3/0/44@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:2c|SwitchPort|1|2|1|1899-12-31|2199-12-31
921|818265|10.32.202.30|678699_10.34.215.22|11145|GigabitEthernet3/0/45|GigabitEthernet3/0/45@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:2d|SwitchPort|1|2|1|1899-12-31|2199-12-31
922|818266|10.32.202.30|678699_10.34.215.22|11146|GigabitEthernet3/0/46|GigabitEthernet3/0/46@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:2e|SwitchPort|1|2|1|1899-12-31|2199-12-31
923|818267|10.32.202.30|678699_10.34.215.22|11147|GigabitEthernet3/0/47|GigabitEthernet3/0/47@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:2f|SwitchPort|1|2|1|1899-12-31|2199-12-31
924|818268|10.32.202.30|678699_10.34.215.22|11148|GigabitEthernet3/0/48|GigabitEthernet3/0/48@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:30|SwitchPort|1|2|1|1899-12-31|2199-12-31
925|818269|10.32.202.30|678699_10.34.215.22|11601|GigabitEthernet4/0/1|GigabitEthernet4/0/1@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:81|SwitchPort|1|2|1|1899-12-31|2199-12-31
926|818270|10.32.202.30|678699_10.34.215.22|11602|GigabitEthernet4/0/2|GigabitEthernet4/0/2@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:82|SwitchPort|1|2|1|1899-12-31|2199-12-31
927|818271|10.32.202.30|678699_10.34.215.22|11603|GigabitEthernet4/0/3|GigabitEthernet4/0/3@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:83|SwitchPort|1|2|1|1899-12-31|2199-12-31
928|818272|10.32.202.30|678699_10.34.215.22|11604|GigabitEthernet4/0/4|GigabitEthernet4/0/4@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:84|SwitchPort|1|2|1|1899-12-31|2199-12-31
929|818273|10.32.202.30|678699_10.34.215.22|11605|GigabitEthernet4/0/5|GigabitEthernet4/0/5@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:85|SwitchPort|1|2|1|1899-12-31|2199-12-31
930|818274|10.32.202.30|678699_10.34.215.22|11606|GigabitEthernet4/0/6|GigabitEthernet4/0/6@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:86|SwitchPort|1|2|1|1899-12-31|2199-12-31
931|818275|10.32.202.30|678699_10.34.215.22|11607|GigabitEthernet4/0/7|GigabitEthernet4/0/7@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:87|SwitchPort|1|2|1|1899-12-31|2199-12-31
932|818276|10.32.202.30|678699_10.34.215.22|11608|GigabitEthernet4/0/8|GigabitEthernet4/0/8@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:88|SwitchPort|1|2|1|1899-12-31|2199-12-31
933|818277|10.32.202.30|678699_10.34.215.22|11609|GigabitEthernet4/0/9|GigabitEthernet4/0/9@sjc22-22a-access1|Unknown|1000000000|6|3c:ce:73:0a:c3:89|SwitchPort|1|2|1|1899-12-31|2199-12-31
934|818278|10.32.202.30|678699_10.34.215.22|11610|GigabitEthernet4/0/10|GigabitEthernet4/0/10@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:8a|SwitchPort|1|2|1|1899-12-31|2199-12-31
935|818279|10.32.202.30|678699_10.34.215.22|11611|GigabitEthernet4/0/11|GigabitEthernet4/0/11@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:8b|SwitchPort|1|2|1|1899-12-31|2199-12-31
936|818280|10.32.202.30|678699_10.34.215.22|11612|GigabitEthernet4/0/12|GigabitEthernet4/0/12@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:8c|SwitchPort|1|2|1|1899-12-31|2199-12-31
937|818281|10.32.202.30|678699_10.34.215.22|11613|GigabitEthernet4/0/13|GigabitEthernet4/0/13@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:8d|SwitchPort|1|2|1|1899-12-31|2199-12-31
938|818282|10.32.202.30|678699_10.34.215.22|11614|GigabitEthernet4/0/14|GigabitEthernet4/0/14@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:8e|SwitchPort|1|2|1|1899-12-31|2199-12-31
939|818283|10.32.202.30|678699_10.34.215.22|11615|GigabitEthernet4/0/15|GigabitEthernet4/0/15@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:8f|SwitchPort|1|2|1|1899-12-31|2199-12-31
940|818284|10.32.202.30|678699_10.34.215.22|11616|GigabitEthernet4/0/16|GigabitEthernet4/0/16@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:90|SwitchPort|1|2|1|1899-12-31|2199-12-31
941|818285|10.32.202.30|678699_10.34.215.22|11617|GigabitEthernet4/0/17|GigabitEthernet4/0/17@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:91|SwitchPort|1|2|1|1899-12-31|2199-12-31
942|818286|10.32.202.30|678699_10.34.215.22|11618|GigabitEthernet4/0/18|GigabitEthernet4/0/18@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:92|SwitchPort|1|2|1|1899-12-31|2199-12-31
943|818287|10.32.202.30|678699_10.34.215.22|11619|GigabitEthernet4/0/19|GigabitEthernet4/0/19@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:93|SwitchPort|1|2|1|1899-12-31|2199-12-31
944|818288|10.32.202.30|678699_10.34.215.22|11620|GigabitEthernet4/0/20|GigabitEthernet4/0/20@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:94|SwitchPort|1|2|1|1899-12-31|2199-12-31
945|818289|10.32.202.30|678699_10.34.215.22|11621|GigabitEthernet4/0/21|GigabitEthernet4/0/21@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:95|SwitchPort|1|2|1|1899-12-31|2199-12-31
946|818290|10.32.202.30|678699_10.34.215.22|11622|GigabitEthernet4/0/22|GigabitEthernet4/0/22@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:96|SwitchPort|1|2|1|1899-12-31|2199-12-31
947|818291|10.32.202.30|678699_10.34.215.22|11623|GigabitEthernet4/0/23|GigabitEthernet4/0/23@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:97|SwitchPort|1|2|1|1899-12-31|2199-12-31
948|818292|10.32.202.30|678699_10.34.215.22|11624|GigabitEthernet4/0/24|GigabitEthernet4/0/24@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:98|SwitchPort|1|2|1|1899-12-31|2199-12-31
949|818293|10.32.202.30|678699_10.34.215.22|11625|GigabitEthernet4/0/25|GigabitEthernet4/0/25@sjc22-22a-access1|Unknown|1000000000|6|3c:ce:73:0a:c3:99|SwitchPort|1|1|1|1899-12-31|2199-12-31
950|818294|10.32.202.30|678699_10.34.215.22|11626|GigabitEthernet4/0/26|GigabitEthernet4/0/26@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:9a|SwitchPort|1|2|1|1899-12-31|2199-12-31
951|818295|10.32.202.30|678699_10.34.215.22|11627|GigabitEthernet4/0/27|GigabitEthernet4/0/27@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:9b|SwitchPort|1|2|1|1899-12-31|2199-12-31
952|818296|10.32.202.30|678699_10.34.215.22|11628|GigabitEthernet4/0/28|GigabitEthernet4/0/28@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:9c|SwitchPort|1|2|1|1899-12-31|2199-12-31
953|818297|10.32.202.30|678699_10.34.215.22|11629|GigabitEthernet4/0/29|GigabitEthernet4/0/29@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:9d|SwitchPort|1|2|1|1899-12-31|2199-12-31
954|818298|10.32.202.30|678699_10.34.215.22|11630|GigabitEthernet4/0/30|GigabitEthernet4/0/30@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:9e|SwitchPort|1|2|1|1899-12-31|2199-12-31
955|818299|10.32.202.30|678699_10.34.215.22|11631|GigabitEthernet4/0/31|GigabitEthernet4/0/31@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:9f|SwitchPort|1|2|1|1899-12-31|2199-12-31
956|818300|10.32.202.30|678699_10.34.215.22|11632|GigabitEthernet4/0/32|GigabitEthernet4/0/32@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:a0|SwitchPort|1|2|1|1899-12-31|2199-12-31
957|818301|10.32.202.30|678699_10.34.215.22|11633|GigabitEthernet4/0/33|GigabitEthernet4/0/33@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:a1|SwitchPort|1|2|1|1899-12-31|2199-12-31
958|818302|10.32.202.30|678699_10.34.215.22|11634|GigabitEthernet4/0/34|GigabitEthernet4/0/34@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:a2|SwitchPort|1|2|1|1899-12-31|2199-12-31
959|818303|10.32.202.30|678699_10.34.215.22|11635|GigabitEthernet4/0/35|GigabitEthernet4/0/35@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:a3|SwitchPort|1|2|1|1899-12-31|2199-12-31
960|818304|10.32.202.30|678699_10.34.215.22|11636|GigabitEthernet4/0/36|GigabitEthernet4/0/36@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:a4|SwitchPort|1|2|1|1899-12-31|2199-12-31
961|818305|10.32.202.30|678699_10.34.215.22|11637|GigabitEthernet4/0/37|GigabitEthernet4/0/37@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:a5|SwitchPort|1|2|1|1899-12-31|2199-12-31
962|818306|10.32.202.30|678699_10.34.215.22|11638|GigabitEthernet4/0/38|GigabitEthernet4/0/38@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:a6|SwitchPort|1|2|1|1899-12-31|2199-12-31
963|818307|10.32.202.30|678699_10.34.215.22|11639|GigabitEthernet4/0/39|GigabitEthernet4/0/39@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:a7|SwitchPort|1|2|1|1899-12-31|2199-12-31
964|818308|10.32.202.30|678699_10.34.215.22|11640|GigabitEthernet4/0/40|GigabitEthernet4/0/40@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:a8|SwitchPort|1|2|1|1899-12-31|2199-12-31
965|818309|10.32.202.30|678699_10.34.215.22|11641|GigabitEthernet4/0/41|GigabitEthernet4/0/41@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:a9|SwitchPort|1|2|1|1899-12-31|2199-12-31
966|818310|10.32.202.30|678699_10.34.215.22|11642|GigabitEthernet4/0/42|GigabitEthernet4/0/42@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:aa|SwitchPort|1|2|1|1899-12-31|2199-12-31
967|818311|10.32.202.30|678699_10.34.215.22|11643|GigabitEthernet4/0/43|GigabitEthernet4/0/43@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:ab|SwitchPort|1|2|1|1899-12-31|2199-12-31
968|818312|10.32.202.30|678699_10.34.215.22|11644|GigabitEthernet4/0/44|GigabitEthernet4/0/44@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:ac|SwitchPort|1|2|1|1899-12-31|2199-12-31
969|818313|10.32.202.30|678699_10.34.215.22|11645|GigabitEthernet4/0/45|GigabitEthernet4/0/45@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:ad|SwitchPort|1|2|1|1899-12-31|2199-12-31
970|818314|10.32.202.30|678699_10.34.215.22|11646|GigabitEthernet4/0/46|GigabitEthernet4/0/46@sjc22-22a-access1|Unknown|1000000000|6|3c:ce:73:0a:c3:ae|SwitchPort|1|1|1|1899-12-31|2199-12-31
971|818315|10.32.202.30|678699_10.34.215.22|11647|GigabitEthernet4/0/47|GigabitEthernet4/0/47@sjc22-22a-access1|Unknown|1000000000|6|3c:ce:73:0a:c3:af|SwitchPort|1|1|1|1899-12-31|2199-12-31
972|818316|10.32.202.30|678699_10.34.215.22|11648|GigabitEthernet4/0/48|GigabitEthernet4/0/48@sjc22-22a-access1|Connection to Overlord WAS appliance|1000000000|6|3c:ce:73:0a:c3:b0|SwitchPort|1|1|1|1899-12-31|2199-12-31
973|818317|10.32.202.30|678699_10.34.215.22|10101|GigabitEthernet1/0/1|GigabitEthernet1/0/1@sjc22-22a-access1|SJC22-32A-AP19|10000000|6|a4:56:30:67:66:81|SwitchPort|1|2|1|1899-12-31|2199-12-31
974|818318|10.32.202.30|678699_10.34.215.22|10102|GigabitEthernet1/0/2|GigabitEthernet1/0/2@sjc22-22a-access1|Wireless AP only|10000000|6|a4:56:30:67:66:82|SwitchPort|1|2|1|1899-12-31|2199-12-31
975|818319|10.32.202.30|678699_10.34.215.22|10103|GigabitEthernet1/0/3|GigabitEthernet1/0/3@sjc22-22a-access1|Wireless AP only|10000000|6|a4:56:30:67:66:83|SwitchPort|1|2|1|1899-12-31|2199-12-31
976|818320|10.32.202.30|678699_10.34.215.22|10104|GigabitEthernet1/0/4|GigabitEthernet1/0/4@sjc22-22a-access1|Wireless AP only|10000000|6|a4:56:30:67:66:84|SwitchPort|1|2|1|1899-12-31|2199-12-31
977|818321|10.32.202.30|678699_10.34.215.22|10105|GigabitEthernet1/0/5|GigabitEthernet1/0/5@sjc22-22a-access1|Wireless AP only|1000000000|6|a4:56:30:67:66:85|SwitchPort|1|1|1|1899-12-31|2199-12-31
978|818322|10.32.202.30|678699_10.34.215.22|10106|GigabitEthernet1/0/6|GigabitEthernet1/0/6@sjc22-22a-access1|Wireless AP only|10000000|6|a4:56:30:67:66:86|SwitchPort|1|2|1|1899-12-31|2199-12-31
979|818323|10.32.202.30|678699_10.34.215.22|10107|GigabitEthernet1/0/7|GigabitEthernet1/0/7@sjc22-22a-access1|Wireless AP only|10000000|6|a4:56:30:67:66:87|SwitchPort|1|2|1|1899-12-31|2199-12-31
980|818324|10.32.202.30|678699_10.34.215.22|10108|GigabitEthernet1/0/8|GigabitEthernet1/0/8@sjc22-22a-access1|Wireless AP only|1000000000|6|a4:56:30:67:66:88|SwitchPort|1|1|1|1899-12-31|2199-12-31
981|818325|10.32.202.30|678699_10.34.215.22|10109|GigabitEthernet1/0/9|GigabitEthernet1/0/9@sjc22-22a-access1|Wireless AP only|10000000|6|a4:56:30:67:66:89|SwitchPort|1|2|1|1899-12-31|2199-12-31
982|818326|10.32.202.30|678699_10.34.215.22|10110|GigabitEthernet1/0/10|GigabitEthernet1/0/10@sjc22-22a-access1|Wireless AP only|10000000|6|a4:56:30:67:66:8a|SwitchPort|1|2|1|1899-12-31|2199-12-31
983|818327|10.32.202.30|678699_10.34.215.22|10111|GigabitEthernet1/0/11|GigabitEthernet1/0/11@sjc22-22a-access1|Wireless AP only|10000000|6|a4:56:30:67:66:8b|SwitchPort|1|2|1|1899-12-31|2199-12-31
984|818328|10.32.202.30|678699_10.34.215.22|10112|GigabitEthernet1/0/12|GigabitEthernet1/0/12@sjc22-22a-access1|Wireless AP only|10000000|6|a4:56:30:67:66:8c|SwitchPort|1|2|1|1899-12-31|2199-12-31
985|818329|10.32.202.30|678699_10.34.215.22|10149|GigabitEthernet1/0/49|GigabitEthernet1/0/49@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:b1|SwitchPort|1|2|1|1899-12-31|2199-12-31
986|818330|10.32.202.30|678699_10.34.215.22|10150|GigabitEthernet1/0/50|GigabitEthernet1/0/50@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:b2|SwitchPort|1|2|1|1899-12-31|2199-12-31
987|818331|10.32.202.30|678699_10.34.215.22|10151|GigabitEthernet1/0/51|GigabitEthernet1/0/51@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:b3|SwitchPort|1|2|1|1899-12-31|2199-12-31
988|818332|10.32.202.30|678699_10.34.215.22|10152|GigabitEthernet1/0/52|GigabitEthernet1/0/52@sjc22-22a-access1|to sjc22-00a-master-sw1|1000000000|6|a4:56:30:67:66:b4|SwitchPort|1|1|1|1899-12-31|2199-12-31
989|818333|10.32.202.30|678699_10.34.215.22|10601|GigabitEthernet2/0/1|GigabitEthernet2/0/1@sjc22-22a-access1|Wireless AP only|1000000000|6|8c:b6:4f:9f:00:01|SwitchPort|1|1|1|1899-12-31|2199-12-31
990|818334|10.32.202.30|678699_10.34.215.22|10602|GigabitEthernet2/0/2|GigabitEthernet2/0/2@sjc22-22a-access1|Wireless AP only|1000000000|6|8c:b6:4f:9f:00:02|SwitchPort|1|1|1|1899-12-31|2199-12-31
991|818335|10.32.202.30|678699_10.34.215.22|10603|GigabitEthernet2/0/3|GigabitEthernet2/0/3@sjc22-22a-access1|Wireless AP only|1000000000|6|8c:b6:4f:9f:00:03|SwitchPort|1|1|1|1899-12-31|2199-12-31
992|818336|10.32.202.30|678699_10.34.215.22|10604|GigabitEthernet2/0/4|GigabitEthernet2/0/4@sjc22-22a-access1|Wireless AP only|1000000000|6|8c:b6:4f:9f:00:04|SwitchPort|1|1|1|1899-12-31|2199-12-31
993|818337|10.32.202.30|678699_10.34.215.22|10605|GigabitEthernet2/0/5|GigabitEthernet2/0/5@sjc22-22a-access1|Wireless AP only|1000000000|6|8c:b6:4f:9f:00:05|SwitchPort|1|1|1|1899-12-31|2199-12-31
994|818338|10.32.202.30|678699_10.34.215.22|10606|GigabitEthernet2/0/6|GigabitEthernet2/0/6@sjc22-22a-access1|Wireless AP only|1000000000|6|8c:b6:4f:9f:00:06|SwitchPort|1|1|1|1899-12-31|2199-12-31
995|818339|10.32.202.30|678699_10.34.215.22|10607|GigabitEthernet2/0/7|GigabitEthernet2/0/7@sjc22-22a-access1|Wireless AP only|1000000000|6|8c:b6:4f:9f:00:07|SwitchPort|1|1|1|1899-12-31|2199-12-31
996|818340|10.32.202.30|678699_10.34.215.22|10608|GigabitEthernet2/0/8|GigabitEthernet2/0/8@sjc22-22a-access1|Wireless AP only|1000000000|6|8c:b6:4f:9f:00:08|SwitchPort|1|1|1|1899-12-31|2199-12-31
997|818341|10.32.202.30|678699_10.34.215.22|10609|GigabitEthernet2/0/9|GigabitEthernet2/0/9@sjc22-22a-access1|Wireless AP only|10000000|6|8c:b6:4f:9f:00:09|SwitchPort|1|2|1|1899-12-31|2199-12-31
998|818342|10.32.202.30|678699_10.34.215.22|10610|GigabitEthernet2/0/10|GigabitEthernet2/0/10@sjc22-22a-access1|Wireless AP only|1000000000|6|8c:b6:4f:9f:00:0a|SwitchPort|1|1|1|1899-12-31|2199-12-31
999|818343|10.32.202.30|678699_10.34.215.22|10611|GigabitEthernet2/0/11|GigabitEthernet2/0/11@sjc22-22a-access1|Wireless AP only|10000000|6|8c:b6:4f:9f:00:0b|SwitchPort|1|2|1|1899-12-31|2199-12-31
1000|818344|10.32.202.30|678699_10.34.215.22|10612|GigabitEthernet2/0/12|GigabitEthernet2/0/12@sjc22-22a-access1|Wireless AP only|10000000|6|8c:b6:4f:9f:00:0c|SwitchPort|1|2|1|1899-12-31|2199-12-31
1001|818345|10.32.202.30|678699_10.34.215.22|10613|GigabitEthernet2/0/13|GigabitEthernet2/0/13@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:0d|SwitchPort|1|2|1|1899-12-31|2199-12-31
1002|818346|10.32.202.30|678699_10.34.215.22|10614|GigabitEthernet2/0/14|GigabitEthernet2/0/14@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:0e|SwitchPort|1|2|1|1899-12-31|2199-12-31
1003|818347|10.32.202.30|678699_10.34.215.22|10615|GigabitEthernet2/0/15|GigabitEthernet2/0/15@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:0f|SwitchPort|1|2|1|1899-12-31|2199-12-31
1004|818348|10.32.202.30|678699_10.34.215.22|10616|GigabitEthernet2/0/16|GigabitEthernet2/0/16@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:10|SwitchPort|1|2|1|1899-12-31|2199-12-31
1005|818349|10.32.202.30|678699_10.34.215.22|10649|GigabitEthernet2/0/49|GigabitEthernet2/0/49@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:31|SwitchPort|1|2|1|1899-12-31|2199-12-31
1006|818350|10.32.202.30|678699_10.34.215.22|10650|GigabitEthernet2/0/50|GigabitEthernet2/0/50@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:32|SwitchPort|1|2|1|1899-12-31|2199-12-31
1007|818351|10.32.202.30|678699_10.34.215.22|10651|GigabitEthernet2/0/51|GigabitEthernet2/0/51@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:33|SwitchPort|1|2|1|1899-12-31|2199-12-31
1008|818352|10.32.202.30|678699_10.34.215.22|10652|GigabitEthernet2/0/52|GigabitEthernet2/0/52@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:34|SwitchPort|1|2|1|1899-12-31|2199-12-31
1009|818353|10.32.202.30|678699_10.34.215.22|11149|GigabitEthernet3/0/49|GigabitEthernet3/0/49@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:31|SwitchPort|1|2|1|1899-12-31|2199-12-31
1010|818354|10.32.202.30|678699_10.34.215.22|11150|GigabitEthernet3/0/50|GigabitEthernet3/0/50@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:32|SwitchPort|1|2|1|1899-12-31|2199-12-31
1011|818355|10.32.202.30|678699_10.34.215.22|11151|GigabitEthernet3/0/51|GigabitEthernet3/0/51@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:33|SwitchPort|1|2|1|1899-12-31|2199-12-31
1012|818356|10.32.202.30|678699_10.34.215.22|11152|GigabitEthernet3/0/52|GigabitEthernet3/0/52@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:34|SwitchPort|1|2|1|1899-12-31|2199-12-31
1013|818357|10.32.202.30|678699_10.34.215.22|11649|GigabitEthernet4/0/49|GigabitEthernet4/0/49@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:b1|SwitchPort|1|2|1|1899-12-31|2199-12-31
1014|818358|10.32.202.30|678699_10.34.215.22|11650|GigabitEthernet4/0/50|GigabitEthernet4/0/50@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:b2|SwitchPort|1|2|1|1899-12-31|2199-12-31
1015|818359|10.32.202.30|678699_10.34.215.22|11651|GigabitEthernet4/0/51|GigabitEthernet4/0/51@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:b3|SwitchPort|1|2|1|1899-12-31|2199-12-31
1016|818360|10.32.202.30|678699_10.34.215.22|11652|GigabitEthernet4/0/52|GigabitEthernet4/0/52@sjc22-22a-access1|Unknown|10000000|6|3c:ce:73:0a:c3:b4|SwitchPort|1|2|1|1899-12-31|2199-12-31
1017|2530528|10.32.202.30|678691_10.34.215.30|1|Vlan1|Vlan1@sjc22-00a-master-sw1|Unknown|1000000000|53|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
1018|2530529|10.32.202.30|678691_10.34.215.30|10501|Null0|Null0@sjc22-00a-master-sw1|Unknown|10000000000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
1019|2530531|10.32.202.30|678691_10.34.215.30|10101|GigabitEthernet0/1|GigabitEthernet0/1@sjc22-00a-master-sw1|to HEB1|1000000000|6|00:1d:e6:28:d0:01|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1020|2530532|10.32.202.30|678691_10.34.215.30|10102|GigabitEthernet0/2|GigabitEthernet0/2@sjc22-00a-master-sw1|to HEB2|1000000000|6|00:1d:e6:28:d0:02|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1021|2530533|10.32.202.30|678691_10.34.215.30|10103|GigabitEthernet0/3|GigabitEthernet0/3@sjc22-00a-master-sw1|Unknown|10000000|6|00:1d:e6:28:d0:03|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1022|2530534|10.32.202.30|678691_10.34.215.30|10104|GigabitEthernet0/4|GigabitEthernet0/4@sjc22-00a-master-sw1|Connection to Sword 1|1000000000|6|00:1d:e6:28:d0:04|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1023|2530535|10.32.202.30|678691_10.34.215.30|10105|GigabitEthernet0/5|GigabitEthernet0/5@sjc22-00a-master-sw1|to sjc22-31a-access1|1000000000|6|00:1d:e6:28:d0:05|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1024|2530536|10.32.202.30|678691_10.34.215.30|10106|GigabitEthernet0/6|GigabitEthernet0/6@sjc22-00a-master-sw1|to sjc22-32a-access1|10000000|6|00:1d:e6:28:d0:06|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1025|2530537|10.32.202.30|678691_10.34.215.30|10107|GigabitEthernet0/7|GigabitEthernet0/7@sjc22-00a-master-sw1|to sjc22-22a-HQ-access1|1000000000|6|00:1d:e6:28:d0:07|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1026|2530538|10.32.202.30|678691_10.34.215.30|10108|GigabitEthernet0/8|GigabitEthernet0/8@sjc22-00a-master-sw1|to sjc22-32a-access1|100000000|6|00:1d:e6:28:d0:08|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1027|2530539|10.32.202.30|678691_10.34.215.30|10109|GigabitEthernet0/9|GigabitEthernet0/9@sjc22-00a-master-sw1|to demo switch|1000000000|6|00:1d:e6:28:d0:09|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1028|2530540|10.32.202.30|678691_10.34.215.30|10110|GigabitEthernet0/10|GigabitEthernet0/10@sjc22-00a-master-sw1|Unknown|1000000000|6|00:1d:e6:28:d0:0a|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1029|2530541|10.32.202.30|678691_10.34.215.30|10111|GigabitEthernet0/11|GigabitEthernet0/11@sjc22-00a-master-sw1|Unknown|1000000000|6|00:1d:e6:28:d0:0b|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1030|2530542|10.32.202.30|678691_10.34.215.30|10112|GigabitEthernet0/12|GigabitEthernet0/12@sjc22-00a-master-sw1|Unknown|1000000000|6|00:1d:e6:28:d0:0c|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1032|2530544|10.32.202.30|678691_10.34.215.30|10114|GigabitEthernet0/14|GigabitEthernet0/14@sjc22-00a-master-sw1|to Overlord1|1000000000|6|00:1d:e6:28:d0:0e|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1033|2530545|10.32.202.30|678691_10.34.215.30|10115|GigabitEthernet0/15|GigabitEthernet0/15@sjc22-00a-master-sw1|to CSR BRANCH UCS Server|1000000000|6|00:1d:e6:28:d0:0f|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
